0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.500000	-0.000000	-1.570797	-0.000000	-0.104720	-0.209440	-0.021932	0.000000	0.000000	-0.500000	0.000000	1.570797	0.000000	0.104720	0.209440	-0.500000	0.104720	1.780236	-0.487900	0.252349	-0.033547	-858.751517	444.159367	-59.046530	-0.210800	0.688798	1.810226	
0.200002	0.012107	-0.015122	-0.019897	0.008935	-0.011160	-0.014684	0.499561	-0.020938	-1.612685	-0.004385	-0.104628	-0.209440	-0.021913	0.000918	0.000000	-0.487454	0.005816	1.592788	0.013320	0.093468	0.194756	-0.474134	0.099283	1.787544	-0.493471	0.245416	-0.018879	-868.557121	431.956907	-33.228757	-0.262876	0.700577	1.787034	
0.400002	0.032063	-0.041363	-0.066148	0.024663	-0.031775	-0.050461	0.498246	-0.041839	-1.654573	-0.008763	-0.104352	-0.209440	-0.021856	0.001835	0.000000	-0.466184	0.000476	1.588425	0.033425	0.072577	0.158979	-0.432758	0.073053	1.747403	-0.519710	0.244476	0.004587	-914.740570	430.302471	8.073480	-0.355998	0.786989	1.915385	
0.600002	0.057283	-0.077176	-0.145560	0.043717	-0.058865	-0.110905	0.496057	-0.062667	-1.696460	-0.013125	-0.103894	-0.209440	-0.021760	0.002749	0.000000	-0.438774	-0.014509	1.550900	0.056842	0.045029	0.098535	-0.381933	0.030519	1.649435	-0.482752	0.108322	0.092377	-849.691242	190.657898	162.592105	-0.475830	0.584264	2.234868	
0.800002	0.075797	-0.099362	-0.193208	0.055873	-0.073581	-0.145386	0.492998	-0.083385	-1.738348	-0.017464	-0.103253	-0.209440	-0.021625	0.003658	0.000000	-0.417201	-0.015977	1.545140	0.073337	0.029672	0.064053	-0.343864	0.013695	1.609194	-0.461399	0.040564	0.134759	-812.107855	71.396526	237.188315	-0.558912	0.492261	2.366406	
1.001655	0.102797	-0.121811	-0.271922	0.071307	-0.083635	-0.192713	0.489038	-0.104125	-1.780583	-0.021808	-0.102424	-0.209440	-0.021452	0.004567	0.000000	-0.386241	-0.017685	1.508660	0.093115	0.018789	0.016726	-0.293126	0.001104	1.525386	-0.445601	-0.025471	0.175173	-805.970267	-46.069619	316.839298	-0.660325	0.436272	2.636241	
1.201656	0.125771	-0.137588	-0.326202	0.081697	-0.085514	-0.216468	0.484248	-0.124513	-1.822470	-0.026078	-0.101421	-0.209440	-0.021242	0.005462	0.000000	-0.358477	-0.013075	1.496268	0.107775	0.015907	-0.007028	-0.250703	0.002832	1.489240	-0.449694	-0.043905	0.193957	-791.505058	-77.277673	341.383010	-0.737109	0.456366	2.748998	
1.401656	0.152975	-0.155477	-0.385194	0.092411	-0.086581	-0.234218	0.478610	-0.144682	-1.864358	-0.030302	-0.100240	-0.209440	-0.020994	0.006346	0.000000	-0.325634	-0.010795	1.479164	0.122713	0.013659	-0.024779	-0.202921	0.002864	1.454385	-0.452829	-0.071259	0.220657	-797.021978	-125.422465	388.377790	-0.837306	0.467866	2.855100	
1.602813	0.181465	-0.173313	-0.451691	0.103005	-0.087481	-0.254293	0.472091	-0.164712	-1.906489	-0.034497	-0.098875	-0.209440	-0.020708	0.007225	0.000000	-0.290626	-0.008602	1.454798	0.137503	0.011393	-0.044853	-0.153124	0.002792	1.409944	-0.442545	-0.097248	0.231661	-793.949120	-174.468573	415.612449	-0.896261	0.478316	2.986000	
1.802817	0.206624	-0.189456	-0.515047	0.109097	-0.086715	-0.268686	0.464780	-0.184337	-1.948377	-0.038607	-0.097343	-0.209440	-0.020388	0.008086	0.000000	-0.258156	-0.005120	1.433331	0.147705	0.010628	-0.059246	-0.110451	0.005509	1.374084	-0.432485	-0.106761	0.227493	-761.257238	-187.920492	400.431291	-0.908834	0.507647	3.087392	
2.002817	0.233465	-0.207376	-0.577879	0.114384	-0.086942	-0.279133	0.456653	-0.203638	-1.990265	-0.042650	-0.095641	-0.209440	-0.020031	0.008933	0.000000	-0.223188	-0.003738	1.412387	0.157034	0.008699	-0.069694	-0.066154	0.004961	1.342693	-0.433712	-0.141635	0.260497	-763.374625	-249.290925	458.498760	-1.020887	0.521447	3.172966	
2.202817	0.263104	-0.227388	-0.650659	0.120747	-0.088937	-0.294356	0.447725	-0.222582	-2.032153	-0.046617	-0.093771	-0.209440	-0.019639	0.009764	0.000000	-0.184621	-0.004806	1.381494	0.167364	0.004834	-0.084917	-0.017257	0.000028	1.296578	-0.343535	-0.083640	0.108103	-604.655719	-147.214960	190.272737	-0.652280	0.502673	3.293906	
2.402817	0.281797	-0.241464	-0.719599	0.118371	-0.086716	-0.305738	0.438011	-0.241135	-2.074041	-0.050503	-0.091737	-0.209440	-0.019213	0.010577	0.000000	-0.156214	-0.000329	1.354442	0.168875	0.005021	-0.096299	0.012660	0.004693	1.258143	-0.314028	-0.020492	0.012203	-552.718142	-36.067762	21.477717	-0.395734	0.534764	3.389552	
2.602826	0.292562	-0.260170	-0.798837	0.108229	-0.087147	-0.322052	0.427529	-0.259267	-2.115931	-0.054301	-0.089541	-0.209440	-0.018754	0.011373	0.000000	-0.134967	-0.000904	1.317094	0.162530	0.002394	-0.112612	0.027563	0.001491	1.204481	-0.292369	0.008726	-0.042854	-514.676844	15.360431	-75.437834	-0.223456	0.528755	3.518558	
2.802826	0.295238	-0.273366	-0.862716	0.091597	-0.084135	-0.325893	0.416297	-0.276942	-2.157819	-0.058003	-0.087189	-0.209440	-0.018261	0.012148	0.000000	-0.121059	0.003576	1.295103	0.149600	0.003054	-0.116454	0.028541	0.006630	1.178649	-0.302223	0.041387	-0.067708	-531.941375	72.845055	-119.173336	-0.099215	0.560131	3.577143	
3.002827	0.294654	-0.289578	-0.935846	0.073330	-0.082899	-0.332758	0.404334	-0.294132	-2.199707	-0.061603	-0.084684	-0.209440	-0.017736	0.012902	0.000000	-0.109680	0.004554	1.263861	0.134933	0.001784	-0.123318	0.025253	0.006338	1.140543	-0.310813	0.055070	-0.075738	-547.062975	96.929320	-133.305953	-0.011696	0.574011	3.663572	
3.202827	0.291672	-0.303587	-0.993965	0.055565	-0.080681	-0.328317	0.391663	-0.310806	-2.241595	-0.065095	-0.082030	-0.209440	-0.017180	0.013633	0.000000	-0.099991	0.007219	1.247630	0.120660	0.001349	-0.118877	0.020669	0.008568	1.128753	-0.323391	0.065083	-0.074466	-569.199171	114.552068	-131.067623	0.049571	0.590374	3.689193	
3.402827	0.285570	-0.322751	-1.071458	0.038249	-0.082340	-0.335894	0.378304	-0.326934	-2.283483	-0.068473	-0.079232	-0.209440	-0.016594	0.014341	0.000000	-0.092734	0.004183	1.212025	0.106722	-0.003108	-0.126455	0.013988	0.001075	1.085570	-0.324526	0.052731	-0.064313	-571.200900	92.813040	-113.197224	0.081293	0.582763	3.787011	
3.602827	0.278274	-0.341934	-1.153663	0.022725	-0.084774	-0.348950	0.364282	-0.342489	-2.325371	-0.071731	-0.076295	-0.209440	-0.015979	0.015023	0.000000	-0.086008	0.000556	1.171708	0.094456	-0.008479	-0.139511	0.008448	-0.007923	1.032197	-0.299634	0.025325	-0.065622	-527.383940	44.574959	-115.501295	0.099803	0.511227	3.907434	
3.802827	0.272124	-0.355559	-1.228014	0.010803	-0.082949	-0.355705	0.349620	-0.357443	-2.367259	-0.074863	-0.073224	-0.209440	-0.015336	0.015679	0.000000	-0.077496	0.001884	1.139245	0.085666	-0.009725	-0.146265	0.008170	-0.007840	0.992979	-0.299666	0.024957	-0.068192	-527.440989	43.926280	-120.023663	0.146797	0.490534	3.995350	
4.002827	0.266135	-0.368014	-1.292591	0.001695	-0.079423	-0.352614	0.334345	-0.371770	-2.409146	-0.077863	-0.070025	-0.209440	-0.014666	0.016308	0.000000	-0.068210	0.003757	1.116556	0.079558	-0.009398	-0.143174	0.011348	-0.005642	0.973381	-0.311470	0.042607	-0.075936	-548.216992	74.991723	-133.654895	0.222162	0.488936	4.038667	
4.202828	0.258428	-0.381462	-1.371829	-0.006607	-0.076711	-0.358244	0.318484	-0.385445	-2.451034	-0.080727	-0.066703	-0.209440	-0.013970	0.016908	0.000000	-0.060056	0.003983	1.079206	0.074120	-0.010007	-0.148804	0.014064	-0.006025	0.930402	-0.318415	0.054894	-0.084957	-560.445757	96.620064	-149.533104	0.295697	0.466335	4.139214	
4.402828	0.247392	-0.395290	-1.455779	-0.015931	-0.074889	-0.368784	0.302064	-0.398444	-2.492922	-0.083450	-0.063264	-0.209440	-0.013250	0.017478	0.000000	-0.054671	0.003154	1.037143	0.067519	-0.011625	-0.159344	0.012848	-0.008470	0.877799	-0.316997	0.058480	-0.094247	-557.944075	102.930683	-165.883652	0.354551	0.420251	4.262874	
4.602828	0.236317	-0.405683	-1.525941	-0.024173	-0.071032	-0.368866	0.285114	-0.410744	-2.534810	-0.086026	-0.059714	-0.209440	-0.012506	0.018017	0.000000	-0.048797	0.005061	1.008869	0.061853	-0.011318	-0.159427	0.013056	-0.006257	0.849442	-0.331354	0.068288	-0.092155	-583.214419	120.194192	-162.201177	0.412302	0.410957	4.326007	
4.802828	0.221814	-0.417410	-1.607274	-0.033447	-0.068202	-0.374466	0.267663	-0.422323	-2.576698	-0.088451	-0.056059	-0.209440	-0.011741	0.018525	0.000000	-0.045849	0.004913	0.969425	0.055004	-0.012142	-0.165027	0.009154	-0.007230	0.804398	-0.334633	0.067946	-0.091986	-588.986341	119.592066	-161.903374	0.455124	0.375061	4.425399	
5.002828	0.204077	-0.428807	-1.698205	-0.044007	-0.065812	-0.387756	0.249744	-0.433161	-2.618586	-0.090721	-0.052306	-0.209440	-0.010955	0.019001	0.000000	-0.045667	0.004354	0.920381	0.046713	-0.013505	-0.178317	0.001047	-0.009152	0.742064	-0.316636	0.036859	-0.082276	-557.310057	64.875527	-144.814180	0.422317	0.324470	4.548767	
5.202828	0.190882	-0.435922	-1.773953	-0.049990	-0.060729	-0.389874	0.231386	-0.443239	-2.660474	-0.092832	-0.048461	-0.209440	-0.010150	0.019443	0.000000	-0.040503	0.007317	0.886521	0.042841	-0.012267	-0.180435	0.002338	-0.004951	0.706086	-0.329657	0.033569	-0.067201	-580.232586	59.084730	-118.280646	0.446439	0.324963	4.604310	
5.402828	0.173376	-0.446192	-1.878149	-0.057084	-0.058025	-0.409775	0.212622	-0.452540	-2.702362	-0.094780	-0.044531	-0.209440	-0.009327	0.019851	0.000000	-0.039245	0.006348	0.824213	0.037696	-0.013493	-0.200336	-0.001550	-0.007145	0.623877	-0.305069	0.001560	-0.058103	-536.950587	2.745276	-102.266356	0.397193	0.276986	4.682740	
5.602828	0.161220	-0.452685	-1.940457	-0.059471	-0.053551	-0.400441	0.193485	-0.461046	-2.744250	-0.096561	-0.040523	-0.209440	-0.008487	0.020224	0.000000	-0.032265	0.008361	0.803793	0.037090	-0.013027	-0.191002	0.004825	-0.004666	0.612791	-0.331040	0.025028	-0.055719	-582.661646	44.050970	-98.070733	0.478394	0.265185	4.686174	
5.802828	0.147441	-0.459772	-2.011143	-0.061481	-0.049716	-0.391079	0.174008	-0.468744	-2.786138	-0.098174	-0.036444	-0.209440	-0.007633	0.020561	0.000000	-0.026567	0.008972	0.774995	0.036693	-0.013271	-0.181640	0.010126	-0.004300	0.593355	-0.346598	0.036883	-0.051384	-610.045640	64.917209	-90.441325	0.529329	0.242960	4.687330	
